0.000000000000000000e+00,8.581983518044898895e-01
6.346651825433925753e-02,8.443369379624359183e-01
1.269330365086785151e-01,8.475349102308350480e-01
1.903995547630177865e-01,8.473609129814551055e-01
2.538660730173570301e-01,8.509546879452835055e-01
3.173325912716962738e-01,8.524964336661911002e-01
3.807991095260355729e-01,8.419400855920113891e-01
4.442656277803748166e-01,8.256776034236804618e-01
5.077321460347140603e-01,8.110572812767170570e-01
5.711986642890533039e-01,8.198917070390424611e-01
6.346651825433925476e-01,8.118952760387023737e-01
6.981317007977317912e-01,7.957264957264956751e-01
7.615982190520711459e-01,7.962910128388016595e-01
8.250647373064103896e-01,7.737247078939868405e-01
8.885312555607496332e-01,7.566333808844507569e-01
9.519977738150888769e-01,7.560558563693360323e-01
1.015464292069428121e+00,7.500712453690510095e-01
1.078930810323767364e+00,7.249643366619115126e-01
1.142397328578106608e+00,7.187232829866058159e-01
1.205863846832445851e+00,6.970646907950983628e-01
1.269330365086785095e+00,6.761768901569187307e-01
1.332796883341124339e+00,6.588771729837560320e-01
1.396263401595463582e+00,6.527817403708987554e-01
1.459729919849802826e+00,6.340837845540039375e-01
1.523196438104142292e+00,6.231098430813124534e-01
1.586662956358481535e+00,6.051355206847360835e-01
1.650129474612820779e+00,5.887717298375605424e-01
1.713595992867160023e+00,5.797432239657631659e-01
1.777062511121499266e+00,5.572039942938659118e-01
1.840529029375838510e+00,5.370370370370370905e-01
1.903995547630177754e+00,5.320604160729552889e-01
1.967462065884516997e+00,5.272157309774864187e-01
2.030928584138856241e+00,4.930099857346647574e-01
2.094395102393195707e+00,4.927246790299572021e-01
2.157861620647534728e+00,4.836135651182673079e-01
2.221328138901874194e+00,4.633798803077799899e-01
2.284794657156213216e+00,4.516956397834140935e-01
2.348261175410552681e+00,4.368045649072753167e-01
2.411727693664891703e+00,4.336661911554921534e-01
2.475194211919231169e+00,4.205420827389443894e-01
2.538660730173570190e+00,4.179487179487179627e-01
2.602127248427909656e+00,3.992590481618694676e-01
2.665593766682248678e+00,4.005698005698005715e-01
2.729060284936588143e+00,3.907096038757481016e-01
2.792526803190927165e+00,3.783475783475783727e-01
2.855993321445266631e+00,3.800285306704707655e-01
2.919459839699605652e+00,3.777460770328102679e-01
2.982926357953945118e+00,3.696209746366486137e-01
3.046392876208284584e+00,3.756055856369335810e-01
3.109859394462623605e+00,3.758905671131376192e-01
3.173325912716963071e+00,3.570817896836705474e-01
3.236792430971302093e+00,3.632478632478632341e-01
3.300258949225641558e+00,3.760683760683760646e-01
3.363725467479980580e+00,3.719408081957882861e-01
3.427191985734320046e+00,3.784554003989740734e-01
3.490658503988659067e+00,3.800569800569800760e-01
3.554125022242998533e+00,3.935594186377885384e-01
3.617591540497337554e+00,3.924302788844621359e-01
3.681058058751677020e+00,3.982905982905982634e-01
3.744524577006016042e+00,4.108262108262108470e-01
3.807991095260355507e+00,4.169278996865203868e-01
3.871457613514694529e+00,4.251069900142653291e-01
3.934924131769033995e+00,4.378917378917379088e-01
3.998390650023373016e+00,4.467902995720399173e-01
4.061857168277712482e+00,4.514106583072100554e-01
4.125323686532051504e+00,4.761768901569186641e-01
4.188790204786391413e+00,4.858773181169757649e-01
4.252256723040730435e+00,5.015673981191222097e-01
4.315723241295069457e+00,5.039886039886040114e-01
4.379189759549408478e+00,5.335235378031383258e-01
4.442656277803748388e+00,5.363766048502139894e-01
4.506122796058087410e+00,5.516458569807037859e-01
4.569589314312426431e+00,5.807922485038472526e-01
4.633055832566765453e+00,5.970361926474778702e-01
4.696522350821105363e+00,6.072955257908235760e-01
4.759988869075444384e+00,6.278141920775149876e-01
4.823455387329783406e+00,6.302425106990013903e-01
4.886921905584122428e+00,6.467902995720399284e-01
4.950388423838462337e+00,6.845255058421202410e-01
5.013854942092801359e+00,6.706552706552706411e-01
5.077321460347140381e+00,6.912981455064194369e-01
5.140787978601480290e+00,6.975748930099857636e-01
5.204254496855819312e+00,7.267027643203192167e-01
5.267721015110158334e+00,7.190082644628099651e-01
5.331187533364497355e+00,7.563408378455400705e-01
5.394654051618837265e+00,7.691868758915834103e-01
5.458120569873176287e+00,7.849217638691322607e-01
5.521587088127515308e+00,7.871611982881597802e-01
5.585053606381854330e+00,7.997146932952924336e-01
5.648520124636194240e+00,8.131241084165478084e-01
5.711986642890533261e+00,8.181818181818182323e-01
5.775453161144872283e+00,8.248216833095577405e-01
5.838919679399211304e+00,8.299572039942938462e-01
5.902386197653551214e+00,8.504992867332382689e-01
5.965852715907890236e+00,8.429752066115702158e-01
6.029319234162229257e+00,8.433666191155492209e-01
6.092785752416569167e+00,8.443369379624359183e-01
6.156252270670908189e+00,8.478198917070390861e-01
6.219718788925247210e+00,8.645418326693227185e-01
6.283185307179586232e+00,8.579172610556348166e-01
